locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
SL1344_1176,1,-0.43566,4.2e-05,1.0,d1
SL1344_4300,1,-0.70941,4.2e-05,1.0,d1
SL1344_4157,1,-0.59377,4.2e-05,1.0,d1
SL1344_1567,4,0.090546,4.2e-05,7e-06,d1
SL1344_2146,1,-0.57289,4.2e-05,1.0,d1
SL1344_4467,1,-0.55402,4.2e-05,1.0,d1
SL1344_4314,1,-0.51087,4.2e-05,1.0,d1
SL1344_3905,1,-0.47915,4.2e-05,1.0,d1
SL1344_0084,1,-0.44686,4.2e-05,1.0,d1
SL1344_2852,1,-0.43952,4.2e-05,1.0,d1
SL1344_2161,1,-0.43487,4.2e-05,1.0,d1
SL1344_4240,1,-0.43879,4.2e-05,1.0,d1
SL1344_1388,1,-0.41484,4.2e-05,1.0,d1
SL1344_0846,1,-0.40018,4.2e-05,1.0,d1
SL1344_1599,1,-0.36259,4.2e-05,1.0,d1
SL1344_P2_0096,1,-0.35183,4.2e-05,1.0,d1
SL1344_0040,1,-0.30507,4.2e-05,1.0,d1
SL1344_P1_0020,1,-0.29423,4.2e-05,1.0,d1
SL1344_3682,1,-0.30211,4.2e-05,1.0,d1
SL1344_3766,1,-0.26554,4.2e-05,1.0,d1
SL1344_4241,2,-0.6026,4.2e-05,1.0,d1
SL1344_0866,1,-0.2638,4.2e-05,1.0,d1
SL1344_2881,1,-0.26359,4.2e-05,1.0,d1
SL1344_4239,1,-0.26597,4.2e-05,1.0,d1
SL1344_P1_0087,1,-0.25126,4.2e-05,1.0,d1
SL1344_P1_0069,1,-0.25179,4.2e-05,1.0,d1
SL1344_2061,2,-0.59293,4.2e-05,1.0,d1
SL1344_0476,1,-0.22056,4.2e-05,1.0,d1
SL1344_0544,1,-0.21943,4.2e-05,1.0,d1
SL1344_3884,1,-0.20085,1.0,0.888619,d1
SL1344_P1_0023,1,-0.20019,1.0,0.888619,d1
SL1344_2035,1,-0.1651,1.0,0.888619,d1
SL1344_3422,1,-0.17122,1.0,0.888619,d1
SL1344_2937,1,-0.14,1.0,0.676149,d1
SL1344_P2_0083,1,-0.12563,1.0,0.676149,d1
SL1344_4486,1,-0.11657,1.0,0.676149,d1
SL1344_P2_0076,1,-0.11703,1.0,0.676149,d1
SL1344_3499,1,-0.1108,1.0,0.676149,d1
SL1344_0741,1,-0.10496,1.0,0.676149,d1
SL1344_1709,2,-0.23375,4.2e-05,0.934141,d1
SL1344_0545,2,-0.20474,4.2e-05,0.719516,d1
SL1344_3473,1,-0.10431,1.0,0.676149,d1
SL1344_3086,1,-0.08037,1.0,0.676149,d1
SL1344_1332,1,-0.068593,1.0,0.676149,d1
SL1344_0693,1,-0.07065,1.0,0.676149,d1
SL1344_3874,1,-0.063713,1.0,0.676149,d1
SL1344_P1_0013,1,-0.064855,1.0,0.676149,d1
SL1344_0318,2,-0.19572,4.2e-05,0.719516,d1
SL1344_0247,1,-0.052197,1.0,0.676149,d1
SL1344_1136,1,-0.054494,1.0,0.676149,d1
SL1344_4200,2,0.01286,4.2e-05,7e-06,d1
SL1344_1960,1,-0.039995,1.0,0.676149,d1
SL1344_P1_0036,3,0.045815,4.2e-05,7e-06,d1
SL1344_1930,1,-0.036874,1.0,0.470389,d1
SL1344_1621,1,-0.016843,1.0,0.470389,d1
SL1344_3229,1,-0.03976,1.0,0.470389,d1
SL1344_P2_0095,3,-0.20887,4.2e-05,0.575131,d1
SL1344_0511,1,-0.037593,1.0,0.470389,d1
SL1344_3847,1,-0.014874,1.0,0.470389,d1
SL1344_P2_0055,2,-0.28731,4.2e-05,1.0,d1
SL1344_P2_0009,2,-0.25565,4.2e-05,1.0,d1
SL1344_P1_0016,1,-0.028658,1.0,0.470389,d1
SL1344_0744,1,-0.021819,1.0,0.470389,d1
SL1344_3630,1,-0.016672,1.0,0.470389,d1
SL1344_1619,1,-0.016395,1.0,0.470389,d1
SL1344_0115,4,0.30069,4.2e-05,7e-06,d1
SL1344_1824,1,-0.01422,1.0,0.470389,d1
SL1344_0253,1,-0.01049,1.0,0.470389,d1
SL1344_P1_0014,2,-0.10845,4.2e-05,0.719516,d1
SL1344_3230,1,0.0029988,1.0,0.470389,d1
SL1344_1794,1,0.0052183,1.0,0.470389,d1
SL1344_1081,1,0.0078901,1.0,0.470389,d1
SL1344_2440,1,0.0087992,1.0,0.470389,d1
SL1344_P2_0012,4,-0.14697,4.2e-05,0.676149,d1
SL1344_1203,1,0.011765,1.0,0.470389,d1
SL1344_2079,1,0.012853,1.0,0.470389,d1
SL1344_P2_0090,2,-0.068747,1.0,0.440589,d1
SL1344_P1_0010,1,0.014005,1.0,0.470389,d1
SL1344_2220,1,0.018379,1.0,0.470389,d1
SL1344_P2_0035,1,0.018976,1.0,0.470389,d1
SL1344_1472,1,0.022904,1.0,0.470389,d1
SL1344_0737,1,0.025511,1.0,0.470389,d1
SL1344_P1_0068,2,-0.027754,1.0,0.440589,d1
SL1344_P1_0094,1,0.031748,1.0,0.25415,d1
SL1344_P1_0063,1,0.032301,1.0,0.25415,d1
SL1344_2214,1,0.033039,1.0,0.25415,d1
SL1344_P1_0066,3,-0.092375,4.2e-05,1.0,d1
SL1344_2849,1,0.042974,1.0,0.25415,d1
SL1344_1598,2,0.071974,1.0,7e-06,d1
SL1344_0419,1,0.043705,1.0,0.25415,d1
SL1344_P1_0031,1,0.043697,1.0,0.25415,d1
SL1344_1346,2,0.15078,1.0,7e-06,d1
SL1344_P3_0013,6,-0.51073,4.2e-05,1.0,d1
SL1344_P2_0089,2,-0.079788,1.0,0.719516,d1
SL1344_3636,1,0.051437,1.0,0.25415,d1
SL1344_0270,1,0.051515,1.0,0.25415,d1
SL1344_1342,1,0.054383,1.0,0.25415,d1
SL1344_2864,1,0.052689,1.0,0.25415,d1
SL1344_0109,1,0.054223,1.0,0.25415,d1
SL1344_3224,1,0.056758,1.0,0.25415,d1
SL1344_4156,1,0.058673,1.0,0.25415,d1
SL1344_1349,1,0.062844,1.0,0.25415,d1
SL1344_2792,1,0.062718,1.0,0.25415,d1
SL1344_1110,1,0.065134,1.0,0.25415,d1
SL1344_2218,2,0.068393,1.0,7e-06,d1
SL1344_0712,1,0.067007,1.0,0.25415,d1
SL1344_P2_0049,1,0.06664,1.0,0.25415,d1
SL1344_1519,2,0.008467,1.0,0.440589,d1
SL1344_P2_0102,2,-0.062611,1.0,0.719516,d1
SL1344_2433,1,0.073274,1.0,0.25415,d1
SL1344_P2_0078,3,-0.021557,4.2e-05,0.575131,d1
SL1344_1778,1,0.076601,1.0,0.25415,d1
SL1344_1531,2,0.018983,1.0,0.440589,d1
SL1344_1538,1,0.076625,1.0,0.25415,d1
SL1344_3228,1,0.078006,1.0,0.25415,d1
SL1344_P1_0032,3,-0.14756,4.2e-05,1.0,d1
SL1344_1048,1,0.083761,1.0,0.25415,d1
SL1344_1795,1,0.088105,1.0,0.25415,d1
SL1344_0369,1,0.08859,1.0,0.25415,d1
SL1344_2022,2,0.060102,1.0,0.440589,d1
SL1344_0982,1,0.090125,1.0,0.25415,d1
SL1344_0861,1,0.093702,1.0,0.25415,d1
SL1344_1179,1,0.094512,1.0,0.25415,d1
SL1344_P1_0033,1,0.09482,1.0,0.25415,d1
SL1344_0599,1,0.095598,1.0,0.25415,d1
SL1344_1316,2,0.017906,1.0,0.440589,d1
SL1344_P2_0088,3,0.026959,1.0,0.575131,d1
SL1344_1616,1,0.097691,1.0,0.25415,d1
SL1344_1594,1,0.099767,1.0,0.25415,d1
SL1344_1628,2,-0.025843,1.0,0.719516,d1
SL1344_3505,1,0.098925,1.0,0.25415,d1
SL1344_2956,1,0.101,1.0,0.25415,d1
SL1344_1928,1,0.10336,1.0,0.25415,d1
SL1344_P1_0009,1,0.10405,1.0,0.25415,d1
SL1344_1348,2,0.16988,1.0,7e-06,d1
SL1344_4468,5,-0.37251,4.2e-05,1.0,d1
SL1344_0521,1,0.10489,1.0,0.25415,d1
SL1344_2599,1,0.10656,1.0,0.25415,d1
SL1344_0704,1,0.10715,1.0,0.25415,d1
SL1344_0338,2,0.26223,1.0,7e-06,d1
SL1344_3501,1,0.10581,1.0,0.25415,d1
SL1344_2137,1,0.11031,1.0,0.25415,d1
SL1344_0496,2,0.12377,1.0,7e-06,d1
SL1344_2165,1,0.11058,1.0,0.25415,d1
SL1344_3880,1,0.1096,1.0,0.25415,d1
SL1344_2087,3,0.1063,1.0,7e-06,d1
SL1344_1894,1,0.11289,1.0,0.25415,d1
SL1344_3029,1,0.11049,1.0,0.25415,d1
SL1344_4216,1,0.11197,1.0,0.25415,d1
SL1344_1639,1,0.11624,1.0,0.25415,d1
SL1344_2384,2,0.043733,1.0,0.440589,d1
SL1344_0952,1,0.11378,1.0,0.25415,d1
SL1344_1351,1,0.11455,1.0,0.25415,d1
SL1344_2880,2,0.27421,1.0,7e-06,d1
SL1344_P2_0085,3,0.018692,1.0,0.575131,d1
SL1344_3116,1,0.11612,1.0,0.25415,d1
SL1344_1600,3,-0.03307,1.0,0.575131,d1
SL1344_2192,1,0.11866,1.0,0.25415,d1
SL1344_1325,2,0.033745,1.0,0.440589,d1
SL1344_2674,1,0.12213,1.0,0.25415,d1
SL1344_2536,1,0.12065,1.0,0.25415,d1
SL1344_P1_0027,2,0.072979,1.0,0.440589,d1
SL1344_1565,1,0.12507,1.0,0.25415,d1
SL1344_2954,1,0.12399,1.0,0.25415,d1
SL1344_0648,1,0.12684,1.0,0.25415,d1
SL1344_1754,1,0.12901,1.0,0.25415,d1
SL1344_1067,1,0.12864,1.0,0.25415,d1
SL1344_P2_0011,4,-0.15124,4.2e-05,0.676149,d1
SL1344_2714,1,0.13352,1.0,0.25415,d1
SL1344_2425,2,0.065998,1.0,0.440589,d1
SL1344_0265,1,0.13383,1.0,0.25415,d1
SL1344_3934,5,0.58322,4.2e-05,7e-06,d1
SL1344_P1_0070,2,0.070003,1.0,0.440589,d1
SL1344_1725,1,0.13513,1.0,0.25415,d1
SL1344_P2_0010,3,-0.11315,1.0,0.575131,d1
SL1344_P1_0024,1,0.13338,1.0,0.25415,d1
SL1344_1563,2,0.17341,1.0,7e-06,d1
SL1344_2089,1,0.13542,1.0,0.25415,d1
SL1344_3637,1,0.13518,1.0,0.25415,d1
SL1344_P2_0071,1,0.13402,1.0,0.25415,d1
SL1344_1169,1,0.13851,1.0,0.25415,d1
SL1344_2657,1,0.13769,1.0,0.25415,d1
SL1344_3174,2,0.47361,1.0,7e-06,d1
SL1344_2628,2,0.096393,1.0,0.440589,d1
SL1344_0468,1,0.14269,1.0,0.25415,d1
SL1344_P1_0007,2,0.20553,1.0,7e-06,d1
SL1344_P2_0087,5,-0.15902,4.2e-05,1.0,d1
SL1344_2681,1,0.15045,1.0,0.25415,d1
SL1344_4194,2,0.12137,1.0,7e-06,d1
SL1344_0776,1,0.14916,1.0,0.25415,d1
SL1344_3031,1,0.14789,1.0,0.25415,d1
SL1344_P2_0056,6,-0.039095,4.2e-05,7e-06,d1
SL1344_1560,2,0.06146,1.0,0.440589,d1
SL1344_2221,1,0.15126,1.0,0.25415,d1
SL1344_1077,1,0.15229,1.0,0.25415,d1
SL1344_2675,1,0.15205,1.0,0.25415,d1
SL1344_P1_0008,4,-0.10028,1.0,0.676149,d1
SL1344_P2_0092,3,0.096928,1.0,0.575131,d1
SL1344_1307,1,0.15584,1.0,0.25415,d1
SL1344_P2_0086,5,-0.14833,4.2e-05,0.752108,d1
SL1344_0192,1,0.15779,1.0,0.25415,d1
SL1344_2715,1,0.15949,1.0,0.25415,d1
SL1344_0862,1,0.1578,1.0,0.25415,d1
SL1344_0160,2,0.1055,1.0,0.440589,d1
SL1344_3681,1,0.15841,1.0,0.25415,d1
SL1344_0685,1,0.15824,1.0,0.25415,d1
SL1344_2181,1,0.16355,1.0,0.25415,d1
SL1344_2738,2,0.084344,1.0,0.440589,d1
SL1344_P1_0058,1,0.16376,1.0,0.25415,d1
SL1344_1457,2,0.083205,1.0,0.440589,d1
SL1344_0831,1,0.17063,1.0,0.25415,d1
SL1344_P1_0011,3,-0.00015111,1.0,0.575131,d1
SL1344_1034,1,0.17371,1.0,0.25415,d1
SL1344_3654,1,0.17294,1.0,0.25415,d1
SL1344_0273,1,0.17461,1.0,0.25415,d1
SL1344_1326,2,0.049359,1.0,0.440589,d1
SL1344_0286A,1,0.17674,1.0,0.25415,d1
SL1344_P1_0034,3,0.075126,1.0,7e-06,d1
SL1344_2115,1,0.17835,1.0,0.25415,d1
SL1344_P2_0052,1,0.17619,1.0,0.25415,d1
SL1344_3001,1,0.17747,1.0,0.25415,d1
SL1344_3455,1,0.18371,1.0,0.25415,d1
SL1344_2794,1,0.17956,1.0,0.25415,d1
SL1344_4297,2,0.15228,1.0,7e-06,d1
SL1344_0341,2,0.30853,1.0,7e-06,d1
SL1344_1354,1,0.18342,1.0,0.25415,d1
SL1344_2756,1,0.18438,1.0,7e-06,d1
SL1344_2076,3,-0.0035276,1.0,7e-06,d1
SL1344_1520,1,0.19079,1.0,7e-06,d1
SL1344_P2_0060,2,0.11821,1.0,7e-06,d1
SL1344_1289,1,0.18733,1.0,7e-06,d1
SL1344_3087,1,0.18517,1.0,7e-06,d1
SL1344_4255,1,0.18929,1.0,7e-06,d1
SL1344_2772,1,0.18939,1.0,7e-06,d1
SL1344_4394,1,0.1884,1.0,7e-06,d1
SL1344_1139,1,0.19507,1.0,7e-06,d1
SL1344_0299,2,0.17665,1.0,7e-06,d1
SL1344_3955,1,0.19077,1.0,7e-06,d1
SL1344_2238,1,0.1919,1.0,7e-06,d1
SL1344_0834,2,0.13941,1.0,7e-06,d1
SL1344_0999,1,0.19625,1.0,7e-06,d1
SL1344_0336,1,0.19904,1.0,7e-06,d1
SL1344_3098,1,0.19698,1.0,7e-06,d1
SL1344_4501,1,0.19594,1.0,7e-06,d1
SL1344_1958,1,0.19579,1.0,7e-06,d1
SL1344_2363,2,0.19746,1.0,7e-06,d1
SL1344_1846,1,0.19918,1.0,7e-06,d1
SL1344_2710,1,0.20055,1.0,7e-06,d1
SL1344_2767,1,0.19884,1.0,7e-06,d1
SL1344_3923,1,0.20002,1.0,7e-06,d1
SL1344_0246,1,0.20508,1.0,7e-06,d1
SL1344_1344,1,0.20449,1.0,7e-06,d1
SL1344_1713,2,0.078981,1.0,0.440589,d1
SL1344_0520,1,0.21025,1.0,7e-06,d1
SL1344_P1_0017,2,0.13129,1.0,7e-06,d1
SL1344_1049,1,0.21059,1.0,7e-06,d1
SL1344_3215,1,0.20747,1.0,7e-06,d1
SL1344_2124,1,0.21182,1.0,7e-06,d1
SL1344_2088,1,0.21131,1.0,7e-06,d1
SL1344_0739,2,0.14104,1.0,7e-06,d1
SL1344_3911,1,0.21122,1.0,7e-06,d1
SL1344_2365,2,0.12276,1.0,0.440589,d1
SL1344_0687,1,0.21537,1.0,7e-06,d1
SL1344_2127,4,0.079959,1.0,0.676149,d1
SL1344_3768,1,0.21497,1.0,7e-06,d1
SL1344_4520,2,0.17872,1.0,7e-06,d1
SL1344_1502,1,0.21857,1.0,7e-06,d1
SL1344_2109,3,0.28295,1.0,7e-06,d1
SL1344_4131,1,0.21692,1.0,7e-06,d1
SL1344_2348,1,0.21963,1.0,7e-06,d1
SL1344_1800,2,0.27112,1.0,7e-06,d1
SL1344_1075,1,0.21769,1.0,7e-06,d1
SL1344_1982,1,0.2167,1.0,7e-06,d1
SL1344_1030,2,0.18755,1.0,7e-06,d1
SL1344_1309,1,0.22058,1.0,7e-06,d1
SL1344_0965,2,0.15632,1.0,7e-06,d1
SL1344_3143,1,0.22157,1.0,7e-06,d1
SL1344_2078,3,0.034039,1.0,7e-06,d1
SL1344_0991,1,0.22469,1.0,7e-06,d1
SL1344_2114,1,0.22641,1.0,7e-06,d1
SL1344_0176,1,0.22658,1.0,7e-06,d1
SL1344_4079,1,0.22829,1.0,7e-06,d1
SL1344_0098,1,0.2255,1.0,7e-06,d1
SL1344_1896,2,0.28843,1.0,7e-06,d1
SL1344_2185,1,0.23004,1.0,7e-06,d1
SL1344_2537,1,0.23302,1.0,7e-06,d1
SL1344_2256,1,0.23394,1.0,7e-06,d1
SL1344_3656,1,0.23168,1.0,7e-06,d1
SL1344_1328,3,0.21729,1.0,7e-06,d1
SL1344_3586,1,0.23233,1.0,7e-06,d1
SL1344_1588,1,0.23535,1.0,7e-06,d1
SL1344_2311,1,0.23604,1.0,7e-06,d1
SL1344_2741,1,0.23622,1.0,7e-06,d1
SL1344_0622,1,0.23629,1.0,7e-06,d1
SL1344_3227,4,0.10535,1.0,0.676149,d1
SL1344_1550,3,0.16342,1.0,7e-06,d1
SL1344_2762,1,0.23663,1.0,7e-06,d1
SL1344_3144,1,0.23746,1.0,7e-06,d1
SL1344_0280,1,0.23849,1.0,7e-06,d1
SL1344_4027,3,0.038694,1.0,7e-06,d1
SL1344_0836,1,0.24239,1.0,7e-06,d1
SL1344_1343,1,0.24767,1.0,7e-06,d1
SL1344_2327,2,0.17308,1.0,7e-06,d1
SL1344_3566,1,0.24913,1.0,7e-06,d1
SL1344_2043,4,0.31105,1.0,7e-06,d1
SL1344_4196,3,0.12712,1.0,7e-06,d1
SL1344_3724,1,0.2469,1.0,7e-06,d1
SL1344_1864,3,0.17753,1.0,7e-06,d1
SL1344_P2_0081,1,0.24128,1.0,7e-06,d1
SL1344_0705,1,0.24887,1.0,7e-06,d1
SL1344_3896,1,0.24636,1.0,7e-06,d1
SL1344_P1_0025,3,0.25565,1.0,7e-06,d1
SL1344_2551,2,0.14175,1.0,0.440589,d1
SL1344_0688,1,0.25108,1.0,7e-06,d1
SL1344_0988,1,0.2502,1.0,7e-06,d1
SL1344_4012,1,0.24743,1.0,7e-06,d1
SL1344_3626,1,0.25237,1.0,7e-06,d1
SL1344_0784,5,0.30745,1.0,7e-06,d1
SL1344_0502,1,0.25227,1.0,7e-06,d1
SL1344_2845,1,0.25608,1.0,7e-06,d1
SL1344_0035,1,0.25938,1.0,7e-06,d1
SL1344_1400,1,0.25933,1.0,7e-06,d1
SL1344_3491,2,0.31325,1.0,7e-06,d1
SL1344_2871,2,0.14125,1.0,0.440589,d1
SL1344_0838,1,0.26214,1.0,7e-06,d1
SL1344_1561,3,0.14319,1.0,0.575131,d1
SL1344_2778,1,0.26085,1.0,7e-06,d1
SL1344_P3_0005,1,0.26907,1.0,7e-06,d1
SL1344_4341,1,0.26085,1.0,7e-06,d1
SL1344_2856,4,0.31469,1.0,7e-06,d1
SL1344_2850,1,0.2623,1.0,7e-06,d1
SL1344_4434,2,0.23149,1.0,7e-06,d1
SL1344_3606,1,0.26144,1.0,7e-06,d1
SL1344_1265,1,0.26569,1.0,7e-06,d1
SL1344_1079,1,0.26691,1.0,7e-06,d1
SL1344_4523,1,0.26531,1.0,7e-06,d1
SL1344_0790,1,0.26838,1.0,7e-06,d1
SL1344_0573,1,0.27146,1.0,7e-06,d1
SL1344_0274,1,0.26818,1.0,7e-06,d1
SL1344_2250,1,0.27163,1.0,7e-06,d1
SL1344_0577,1,0.27702,1.0,7e-06,d1
SL1344_2251,1,0.27719,1.0,7e-06,d1
SL1344_1315,2,0.32556,1.0,7e-06,d1
SL1344_2935,2,0.16121,1.0,7e-06,d1
SL1344_1338,5,0.12376,1.0,7e-06,d1
SL1344_0512,1,0.27518,1.0,7e-06,d1
SL1344_0309,2,0.25826,1.0,7e-06,d1
SL1344_1290,2,0.24636,1.0,7e-06,d1
SL1344_1355,1,0.28121,1.0,7e-06,d1
SL1344_3213,3,0.38481,1.0,7e-06,d1
SL1344_4418,2,0.17272,1.0,7e-06,d1
SL1344_3263,1,0.28197,1.0,7e-06,d1
SL1344_4307,3,0.26999,1.0,7e-06,d1
SL1344_1460,1,0.2865,1.0,7e-06,d1
SL1344_2259,1,0.28542,1.0,7e-06,d1
SL1344_2742,1,0.28614,1.0,7e-06,d1
SL1344_2166,2,0.26983,1.0,7e-06,d1
SL1344_1012,1,0.28916,1.0,7e-06,d1
SL1344_0557,2,0.16637,1.0,0.440589,d1
SL1344_1099,1,0.28943,1.0,7e-06,d1
SL1344_1602,1,0.28535,1.0,7e-06,d1
SL1344_3000,2,0.31491,1.0,7e-06,d1
SL1344_4490,1,0.28993,1.0,7e-06,d1
SL1344_2886,2,0.15649,1.0,0.440589,d1
SL1344_2870,1,0.29471,1.0,7e-06,d1
SL1344_1793,1,0.29293,1.0,7e-06,d1
SL1344_1477,1,0.29576,1.0,7e-06,d1
SL1344_0333,1,0.2919,1.0,7e-06,d1
SL1344_3099,2,0.22308,1.0,7e-06,d1
SL1344_0032,1,0.29255,1.0,7e-06,d1
SL1344_2702,1,0.29475,1.0,7e-06,d1
SL1344_3363,1,0.29842,1.0,7e-06,d1
SL1344_P2_0091,5,0.026054,1.0,7e-06,d1
SL1344_3142,1,0.29663,1.0,7e-06,d1
SL1344_3096,1,0.29642,1.0,7e-06,d1
SL1344_3043,1,0.29724,1.0,7e-06,d1
SL1344_1882,1,0.29634,1.0,7e-06,d1
SL1344_0362,1,0.29613,1.0,7e-06,d1
SL1344_4363,1,0.30167,1.0,7e-06,d1
SL1344_3222,1,0.2977,1.0,7e-06,d1
SL1344_1248,1,0.30151,1.0,7e-06,d1
SL1344_1970,1,0.29817,1.0,7e-06,d1
SL1344_0213,2,0.1804,1.0,7e-06,d1
SL1344_4290,1,0.29908,1.0,7e-06,d1
SL1344_3217,1,0.30295,1.0,7e-06,d1
SL1344_0667,2,0.18245,1.0,7e-06,d1
SL1344_2313,1,0.30765,1.0,7e-06,d1
SL1344_2966,3,0.35279,1.0,7e-06,d1
SL1344_0939,1,0.30735,1.0,7e-06,d1
SL1344_1331,1,0.31002,1.0,7e-06,d1
SL1344_P1_0022,1,0.30559,1.0,7e-06,d1
SL1344_2731,2,0.44341,1.0,7e-06,d1
SL1344_1677,1,0.30909,1.0,7e-06,d1
SL1344_P2_0079,4,0.11939,1.0,7e-06,d1
SL1344_2712,1,0.30883,1.0,7e-06,d1
SL1344_4193,2,0.27377,1.0,7e-06,d1
SL1344_4351,1,0.30808,1.0,7e-06,d1
SL1344_2209,2,0.31869,1.0,7e-06,d1
SL1344_2692,1,0.31087,1.0,7e-06,d1
SL1344_1526,1,0.31185,1.0,7e-06,d1
SL1344_0284,1,0.31259,1.0,7e-06,d1
SL1344_2863,4,0.218,1.0,7e-06,d1
SL1344_4229,1,0.3121,1.0,7e-06,d1
SL1344_0515,2,0.26662,1.0,7e-06,d1
SL1344_0563,1,0.32614,1.0,7e-06,d1
SL1344_2691,1,0.32022,1.0,7e-06,d1
SL1344_2570,1,0.32626,1.0,7e-06,d1
SL1344_0195,1,0.32242,1.0,7e-06,d1
SL1344_0606,1,0.32271,1.0,7e-06,d1
SL1344_1597,1,0.32689,1.0,7e-06,d1
SL1344_1076,1,0.33067,1.0,7e-06,d1
SL1344_4317,1,0.32847,1.0,7e-06,d1
SL1344_2496,1,0.33338,1.0,7e-06,d1
SL1344_P2_0101,1,0.33136,1.0,7e-06,d1
SL1344_2950,1,0.33324,1.0,7e-06,d1
SL1344_3798,1,0.32835,1.0,7e-06,d1
SL1344_3447,3,0.28817,1.0,7e-06,d1
SL1344_3145,1,0.33932,1.0,7e-06,d1
SL1344_2129,1,0.33402,1.0,7e-06,d1
SL1344_3165,3,0.27709,1.0,7e-06,d1
SL1344_3593,1,0.34198,1.0,7e-06,d1
SL1344_3607,3,0.21744,1.0,7e-06,d1
SL1344_0993,1,0.3645,1.0,7e-06,d1
SL1344_3010,1,0.34089,1.0,7e-06,d1
SL1344_3570,1,0.34004,1.0,7e-06,d1
SL1344_0640,3,0.33241,1.0,7e-06,d1
SL1344_1929,4,0.11705,1.0,7e-06,d1
SL1344_0352,1,0.34662,1.0,7e-06,d1
SL1344_2208,1,0.35208,1.0,7e-06,d1
SL1344_3786,5,0.22553,1.0,7e-06,d1
SL1344_1609,1,0.34974,1.0,7e-06,d1
SL1344_0576,1,0.35382,1.0,7e-06,d1
SL1344_1218,2,0.30343,1.0,7e-06,d1
SL1344_2727,2,0.22615,1.0,7e-06,d1
SL1344_4346,1,0.35397,1.0,7e-06,d1
SL1344_3564,2,0.25105,1.0,7e-06,d1
SL1344_2869,4,0.20268,1.0,7e-06,d1
SL1344_3311,1,0.35368,1.0,7e-06,d1
SL1344_2546,2,0.36543,1.0,7e-06,d1
SL1344_3704,1,0.36027,1.0,7e-06,d1
SL1344_0256,1,0.36802,1.0,7e-06,d1
SL1344_0368,3,0.27909,1.0,7e-06,d1
SL1344_1340,2,0.22662,1.0,7e-06,d1
SL1344_2774,1,0.36536,1.0,7e-06,d1
SL1344_4270,1,0.361,1.0,7e-06,d1
SL1344_0209,1,0.36504,1.0,7e-06,d1
SL1344_4230,3,0.40351,1.0,7e-06,d1
SL1344_3106,1,0.36948,1.0,7e-06,d1
SL1344_4151,2,0.31247,1.0,7e-06,d1
SL1344_4248,1,0.36959,1.0,7e-06,d1
SL1344_2013,2,0.34623,1.0,7e-06,d1
SL1344_3897,2,0.4534,1.0,7e-06,d1
SL1344_2827,2,0.24967,1.0,7e-06,d1
SL1344_0995,2,0.23482,1.0,7e-06,d1
SL1344_2698,5,0.19114,1.0,7e-06,d1
